sequence.sequenceID,alignment.name,alignment.displayName,sequence.m49_country.id,sequence.m49_country.display_name,sequence.gb_place_sampled,sequence.collection_year,sequence.earliest_collection_year,sequence.latest_collection_year,sequence.gb_length,sequence.gb_create_date,sequence.gb_update_date,sequence.host,sequence.gb_pubmed_id,,sequence.isolate,,,
KM366214,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2003,2003,2003,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,N0711309,,,
KM366215,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2002,2002,2002,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,M1002140,,,
KM366216,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2010,2010,2010,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,U0520629,,,
KM366217,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2009,2009,2009,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,T0325655,,,
KM366218,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2003,2003,2003,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,N0728149,,,
KM366219,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2004,2004,2004,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,O0716535,,,
KM366220,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2011,2011,2011,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,V0411671,,,
KM366221,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2011,2011,2011,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,V0808656,,,
KM366222,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2011,2011,2011,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,V0627625,,,
KM366223,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2010,2010,2010,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,U0224649,,,
KM366224,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2000,2000,2000,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,K0208220,,,
KM366225,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2011,2011,2011,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,V1018638,,,
KM366226,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2001,2001,2001,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,L0324078,,,
KM366227,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2010,2010,2010,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,U0726692,,,
KM366228,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2008,2008,2008,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,S0407603,,,
KM366229,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2011,2011,2011,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,V0520617,,,
KM366230,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2011,2011,2011,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,V0208630,,,
KM366231,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2008,2008,2008,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,S0821644,,,
KM366232,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2003,2003,2003,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,N0212228,,,
KM366233,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2002,2002,2002,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,M0830377,,,
KM366234,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,1999,1999,1999,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,J0104103,,,
KM366235,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2009,2009,2009,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,T0602630,,,
KM366236,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2008,2008,2008,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,S0717637,,,
KM366237,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2008,2008,2008,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,S1103646,,,
KM366238,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2009,2009,2009,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,T0223715,,,
KM366239,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,1999,1999,1999,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,J0701083,,,
KM366240,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2001,2001,2001,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,L1213232,,,
KM366241,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,1999,1999,1999,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,J0127108,,,
KM366242,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2001,2001,2001,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,L0920218,,,
KM366243,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2007,2007,2007,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,R0326539,,,
KM366244,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2000,2000,2000,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,K1222058,,,
KM366245,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2000,2000,2000,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,K0424232,,,
KM366246,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2006,2006,2006,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,Q1129522,,,
KM366247,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2002,2002,2002,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,M1102092,,,
KM366248,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2006,2006,2006,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,Q0428502,,,
KM366249,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2005,2005,2005,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,P0407547,,,
KM366250,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2003,2003,2003,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,N0616208,,,
KM366251,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,1998,1998,1998,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,I0515204,,,
KM366252,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,1998,1998,1998,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,I0918204,,,
KM366253,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2007,2007,2007,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,R0528536,,,
KM366254,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2009,2009,2009,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,T0716615,,,
KM366255,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2011,2011,2011,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,V0926624,,,
KM366256,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2002,2002,2002,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,M0218288,,,
KM366257,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2006,2006,2006,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,Q0810538,,,
KM366258,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2006,2006,2006,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,Q0320591,,,
KM366259,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2004,2004,2004,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,O1025556,,,
KM366260,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2002,2002,2002,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,M0506147,,,
KM366261,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2005,2005,2005,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,P1110521,,,
KM366262,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2009,2009,2009,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,T1002618,,,
KM366263,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2011,2011,2011,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,V1223621,,,
KM366264,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2001,2001,2001,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,L0411161,,,
KM366265,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2000,2000,2000,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,K0802312,,,
KM366266,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2010,2010,2010,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,U1230640,,,
KM366267,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2010,2010,2010,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,U0821622,,,
KM366268,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2005,2005,2005,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,P0709509,,,
KM366269,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,1999,1999,1999,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,J0122226,,,
KM366270,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2003,2003,2003,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,N1011101,,,
KM366271,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2001,2001,2001,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,L0925517,,,
KM366272,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2003,2003,2003,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,N1229390,,,
KM366273,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2004,2004,2004,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,O0831550,,,
KM366274,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2008,2008,2008,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,S0804664,,,
KM366275,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2000,2000,2000,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,K0609224,,,
KM366276,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2006,2006,2006,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,Q0914536,,,
KM366277,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2002,2002,2002,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,M1213229,,,
KM366278,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2001,2001,2001,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,L0524176,,,
KM366279,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2008,2008,2008,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,S1222692,,,
KM366280,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2008,2008,2008,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,S1201660,,,
KM366281,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2008,2008,2008,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,S0717641,,,
KM366282,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2000,2000,2000,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,K0830060,,,
KM366283,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2009,2009,2009,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,T0622656,,,
KM366284,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2011,2011,2011,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,V0726646,,,
KM366285,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,1998,1998,1998,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,I0209267,,,
KM366286,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2011,2011,2011,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,V1114631,,,
KM366287,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,1998,1998,1998,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,I1209219,,,
KM366288,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2009,2009,2009,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,T0216672,,,
KM366289,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2007,2007,2007,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,R0802504,,,
KM366290,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2001,2001,2001,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,L1226153,,,
KM366291,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2003,2003,2003,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,N1222113,,,
KM366292,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2006,2006,2006,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,Q0105521,,,
KM366293,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2007,2007,2007,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,R0222564,,,
KM366294,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2006,2006,2006,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,Q1225533,,,
KM366295,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,1999,1999,1999,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,J0708136,,,
KM366296,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2007,2007,2007,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,R0110558,,,
KM366297,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2004,2004,2004,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,O0625524,,,
KM366298,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2002,2002,2002,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,M0316063,,,
KM366299,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2009,2009,2009,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,T0126697,,,
KM366300,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2002,2002,2002,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,M0906103,,,
KM366301,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2009,2009,2009,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,T0819633,,,
KM366302,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2004,2004,2004,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,O0128528,,,
KM366303,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2007,2007,2007,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,R1211946,,,
KM366304,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2001,2001,2001,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,L0705247,,,
KM366305,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2002,2002,2002,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,M0805218,,,
KM366306,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,1998,1998,1998,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,I1026327_dog_1998_KSP_Cambodia,,,
KM366307,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,1998,1998,1998,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,I0715237_1998_dog_KAN_Cambodia,,,
KM366308,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2003,2003,2003,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,N0516416_dog_2003_PVG_Cambodia,,,
KM366309,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,1999,1999,1999,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,J0126058_dog_1999_KCHA_Cambodia,,,
KM366310,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2008,2008,2008,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,S0529625_dog_2008_KCHN_Cambodia,,,
KM366311,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2007,2007,2007,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,R0418567,,,
KM366312,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2005,2005,2005,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,P1114533,,,
KM366313,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2004,2004,2004,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,O0217545,,,
KM366314,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2009,2009,2009,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,T0905602,,,
KM366315,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2006,2006,2006,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,Q0420515,,,
KM366316,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2005,2005,2005,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,P0416516,,,
KM366317,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2003,2003,2003,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,N0120098,,,
KM366318,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2010,2010,2010,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,U0628690,,,
KM366319,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2008,2008,2008,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,S1014618,,,
KM366320,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2007,2007,2007,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,R1105511,,,
KM366321,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2001,2001,2001,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,L1025187,,,
KM366322,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2011,2011,2011,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,V0408641,,,
KM366323,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2006,2006,2006,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,Q1028515,,,
KM366324,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2003,2003,2003,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,N0915299,,,
KM366325,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2001,2001,2001,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,L0116088,,,
KM366326,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2000,2000,2000,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,K0329084,,,
KM366327,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,1999,1999,1999,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,J0609146,,,
KM366328,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,1999,1999,1999,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,J0129141,,,
KM366329,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,1998,1998,1998,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,I0828199,,,
KM366330,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,1998,1998,1998,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,I0119310,,,
KM366331,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2009,2009,2009,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,T0617644,,,
KM366332,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,1998,1998,1998,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,I1020180,,,
KM366333,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2009,2009,2009,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,T1221671,,,
KM366334,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,1999,1999,1999,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,J0806177,,,
KM366335,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2000,2000,2000,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,K0816099,,,
KM366336,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2010,2010,2010,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,U0419635,,,
KM366337,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2009,2009,2009,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,T0509634,,,
KM366338,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2010,2010,2010,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,U0116621,,,
KM366339,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2004,2004,2004,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,O0403503,,,
KM366340,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2004,2004,2004,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,O0422539,,,
KM366341,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2004,2004,2004,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,O0527523,,,
KM366342,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2004,2004,2004,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,O0727536,,,
KM366343,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2004,2004,2004,1346,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,O0906554,,,
KM366344,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2004,2004,2004,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,O1104507,,,
KM366345,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2004,2004,2004,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,O1106516,,,
KM366346,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2005,2005,2005,1349,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,P0324529,,,
KM366347,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2005,2005,2005,1349,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,P0622512,,,
KM366348,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2006,2006,2006,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,Q1023563,,,
KM366349,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2004,2004,2004,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,O1216508,,,
KM366350,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2004,2004,2004,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,O0730514_dog_PHP_2004_Cambodia,,,
KP315881,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2014,2014,2014,318,3-Mar-15,3-Mar-15,Canis familiaris,-,,DSmm0124_14.1,,,
KP315882,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2014,2014,2014,318,3-Mar-15,3-Mar-15,Canis familiaris,-,,DKmr0036_14.1,,,
KP315883,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2014,2014,2014,318,3-Mar-15,3-Mar-15,Canis familiaris,-,,DKmr0089_14.1,,,
KP315884,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2013,2013,2013,318,3-Mar-15,3-Mar-15,Canis familiaris,-,,DLsk0772_13.4,,,
KP315885,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2012,2012,2012,318,3-Mar-15,3-Mar-15,Canis familiaris,-,,DKmr0493_12.2,,,
KP315886,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2012,2012,2012,318,3-Mar-15,3-Mar-15,Canis familiaris,-,,DPbs3023_12.11,,,
KP315887,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2013,2013,2013,318,3-Mar-15,3-Mar-15,Canis familiaris,-,,DMua0112_13.1,,,
KP315888,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2012,2012,2012,318,3-Mar-15,3-Mar-15,Canis familiaris,-,,DDmd0885_12.3,,,
KP315889,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2012,2012,2012,318,3-Mar-15,3-Mar-15,Canis familiaris,-,,DMua0755_12.3,,,
KP315890,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2013,2013,2013,318,3-Mar-15,3-Mar-15,Canis familiaris,-,,DWrc0035_13.1,,,
KP315891,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2012,2012,2012,318,3-Mar-15,3-Mar-15,Canis familiaris,-,,DKmr0964_12.3,,,
KP315892,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2012,2012,2012,318,3-Mar-15,3-Mar-15,Canis familiaris,-,,DKcm2149_12.9,,,
KP315893,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2011,2011,2011,318,3-Mar-15,3-Mar-15,Canis familiaris,-,,DMua3051_11.12,,,
KP315894,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2012,2012,2012,318,3-Mar-15,3-Mar-15,Canis familiaris,-,,DMua1946_12.8,,,
KP315895,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2012,2012,2012,318,3-Mar-15,3-Mar-15,Canis familiaris,-,,DKmr1067_12.4,,,
KP315896,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2012,2012,2012,318,3-Mar-15,3-Mar-15,Canis familiaris,-,,DKmr0950_12.3,,,
KP315897,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2012,2012,2012,318,3-Mar-15,3-Mar-15,Canis familiaris,-,,DKmr0492_12.2,,,
KP315898,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2012,2012,2012,318,3-Mar-15,3-Mar-15,Canis familiaris,-,,DKmr1471_12.6,,,
KP315899,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2012,2012,2012,318,3-Mar-15,3-Mar-15,Canis familiaris,-,,DMua1472_12.6,,,
KP315900,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2012,2012,2012,318,3-Mar-15,3-Mar-15,Canis familiaris,-,,DBtr0965_12.3,,,
KP315901,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2012,2012,2012,318,3-Mar-15,3-Mar-15,Canis familiaris,-,,DKcm2200_12.9,,,
KP315902,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2012,2012,2012,318,3-Mar-15,3-Mar-15,Canis familiaris,-,,DKcm1569_12.6,,,
